source,TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk_1,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,X54
fear.M,5.68,0,166.1353,no,55-64,caucasian,male,Unknown,2.6308,1.1125,0.2595,0.0018,0.0046,0.4255,0.0249,0.0021,0.1882,0.1956,0,0.0819,0,0.0549,0.0203,0.4755,7e-4,0,0.0013,0.0087,0.0067,0.0246,0.0236,0.0015,0.0597,0,98.4895,0.0651,0.0404,0.6409,0.0036,0.0016,0.1009,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.0021,2.2982,2.2982,0.0018,0.028,NA
fear.M,5.72,0,167.0247,no,55-64,caucasian,male,Unknown,2.5572,0.3453,0.3405,0.0018,0.0046,0.4255,0.0249,0.0021,0.1885,0.1955,0,0.0818,0,0.0589,0.0202,0.4523,7e-4,0,0.0013,0.01,0.0062,0.0298,0.023,0.0015,0.0587,0,98.7016,0.0779,0.0366,0.6136,0.0041,0.0015,0.1013,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.0021,2.2982,2.2982,0.0018,0.028,NA
fear.M,5.76,0,167.8057,no,55-64,caucasian,male,Unknown,1.8874,1.7138,0.4781,0.0018,0.0046,0.4255,0.0248,0.0021,0.1889,0.1954,0,0.0816,0,0.0608,0.021,0.4172,6e-4,0,0.0013,0.0105,0.0062,0.0357,0.0218,0.0016,0.0602,0,98.2997,0.099,0.0329,0.6206,0.0047,0.0014,0.1052,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.0021,2.2982,2.2982,0.0018,0.028,NA
fear.M,5.8,0,166.751,no,55-64,caucasian,male,Unknown,2.1204,1.124,-0.104,0.0018,0.0046,0.4255,0.0247,0.0021,0.1897,0.1951,0,0.0813,0,0.0654,0.02,0.3559,5e-4,0,0.0013,0.0127,0.0057,0.0544,0.025,0.0017,0.0557,0,98.4861,0.1111,0.0348,0.5952,0.0051,0.0014,0.1085,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.002,2.2983,2.2983,0.0018,0.028,NA
fear.M,5.84,0,167.437,no,55-64,caucasian,male,Unknown,2.3565,0.4077,-0.2582,0.0018,0.0046,0.4255,0.0247,0.0021,0.1895,0.1951,0,0.0813,0,0.07,0.0187,0.3741,4e-4,0,0.0012,0.0129,0.0051,0.0387,0.0242,0.0017,0.0538,0,98.6855,0.1173,0.0289,0.6154,0.0052,0.0013,0.1221,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.0019,2.2983,2.2983,0.0018,0.0281,NA
fear.M,5.88,0,165.8463,no,55-64,caucasian,male,Unknown,2.5249,1.4099,0.2954,0.0018,0.0046,0.4254,0.0247,0.0021,0.1895,0.1951,0,0.0814,0,0.0754,0.0176,0.3875,4e-4,0,0.0012,0.0148,0.005,0.0408,0.0291,0.0019,0.0503,0,98.3984,0.1248,0.0335,0.6804,0.0059,0.0012,0.1386,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.0019,2.2983,2.2983,0.0018,0.0281,NA
fear.M,5.92,0,166.9833,no,55-64,caucasian,male,Unknown,2.7173,0.4033,-0.2987,0.0018,0.0047,0.4253,0.0249,0.0021,0.1887,0.1954,0,0.0819,0,0.0777,0.0177,0.4659,4e-4,0,0.0011,0.0176,0.0048,0.0445,0.0323,0.0021,0.0496,0,98.6866,0.1436,0.0299,0.7482,0.0066,0.0011,0.1493,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.0019,2.2983,2.2983,0.0018,0.0281,NA
fear.M,5.96,0,167.8158,no,55-64,caucasian,male,Unknown,3.0343,0.9877,-0.037,0.0018,0.0047,0.4253,0.0251,0.0022,0.1875,0.1958,0,0.0826,0,0.0786,0.0167,0.5752,4e-4,0,0.0011,0.022,0.0045,0.0438,0.0343,0.0023,0.0489,0,98.5262,0.1516,0.0345,0.9417,0.0073,0.001,0.1638,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0,0.0019,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6,0,165.0392,no,55-64,caucasian,male,Unknown,2.7747,0.5759,0.1995,0.0017,0.0047,0.4253,0.0253,0.0022,0.1862,0.1963,0,0.0832,0,0.0786,0.0157,0.6983,5e-4,0,0.0011,0.0199,0.0042,0.0361,0.0329,0.0025,0.0523,0,98.6411,0.1735,0.0372,1.1081,0.009,9e-4,0.1746,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0,0.0019,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.04,0,159.4692,no,55-64,caucasian,male,Unknown,4.1887,3.3726,-0.78,0.0017,0.0047,0.4253,0.0253,0.0023,0.1863,0.1961,0,0.0831,0,0.0777,0.0145,0.6743,0.001,0,0.0012,0.0208,0.0042,0.0395,0.034,0.0027,0.0479,0,97.6466,0.0929,0.072,1.7136,0.0108,9e-4,0.183,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0,0.0019,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.08,0,159.3139,no,55-64,caucasian,male,Unknown,4.5282,8.949,-2.5088,0.0017,0.0046,0.4254,0.0254,0.0024,0.1858,0.1962,0,0.0834,0,0.08,0.0142,0.7133,0.0021,0,0.0014,0.0211,0.0039,0.0442,0.0352,0.0027,0.0441,0.0217,93.1516,0.05,0.1265,2.7531,0.0118,9e-4,0.1859,0.0018,0.0018,0.0018,0.0018,0.0018,0.0024,0,0.0019,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.12,0,159.9464,no,55-64,caucasian,male,Unknown,6.5232,4.8833,-0.3864,0.0017,0.0046,0.4257,0.0254,0.0026,0.1858,0.1962,0,0.0834,0,0.081,0.0139,0.719,0.0039,0,0.0014,0.0182,0.0042,0.0459,0.0294,0.0028,0.046,0.0254,96.8426,0.0474,0.3173,4.5559,0.0096,9e-4,0.1944,0.0018,0.0018,0.0018,0.0018,0.0018,0.0026,0,0.0019,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.16,0,166.6202,no,55-64,caucasian,male,Unknown,4.3703,1.5499,-0.0145,0.0017,0.0046,0.4257,0.0254,0.0027,0.186,0.196,0,0.0833,0,0.0807,0.0136,0.7003,0.005,0,0.0016,0.0186,0.004,0.047,0.0308,0.0029,0.04,0,98.3537,0.037,0.3948,5.0735,0.0102,9e-4,0.2104,0.0018,0.0018,0.0018,0.0018,0.0018,0.0027,0,0.0019,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.2,0,168.7554,no,55-64,caucasian,male,Unknown,3.9509,1.0815,0.4403,0.0017,0.0046,0.4258,0.0255,0.0027,0.1858,0.1961,0,0.0835,0,0.0832,0.0152,0.7291,0.0059,0,0.0018,0.0187,0.0037,0.0472,0.0284,0.0029,0.0368,0,98.4987,0.0338,0.3354,5.4618,0.0094,9e-4,0.2177,0.0018,0.0018,0.0018,0.0018,0.0018,0.0027,0,0.0019,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.24,0,168.7531,no,55-64,caucasian,male,Unknown,3.5239,1.5149,0.9836,0.0017,0.0046,0.4259,0.0255,0.0028,0.1856,0.1961,0,0.0837,0,0.0938,0.0183,0.7526,0.0051,0,0.0021,0.0149,0.0039,0.0523,0.0237,0.0028,0.0324,0,98.365,0.0306,0.3795,5.9739,0.0078,8e-4,0.21560000000000001,0.0018,0.0018,0.0018,0.0018,0.0018,0.0028,0,0.0019,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.28,0,166.7171,no,55-64,caucasian,male,Unknown,3.941,0.9067,0.2883,0.0017,0.0047,0.4259,0.0258,0.003,0.1841,0.1966,0,0.0844,0,0.103,0.0178,0.883,0.0036,0,0.0022,0.014,0.0043,0.0424,0.0233,0.0028,0.0337,0,98.5495,0.0265,0.4483,6.7647,0.0069,8e-4,0.2182,0.0018,0.0018,0.0018,0.0018,0.0018,0.003,0,0.0019,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.32,0,167.6141,no,55-64,caucasian,male,Unknown,4.1185,1.0581,0.2857,0.0017,0.0047,0.4258,0.0259,0.0031,0.1837,0.1968,0,0.0847,0,0.105,0.0198,0.9348,0.0019,0,0.0025,0.0132,0.0041,0.0406,0.0212,0.0029,0.0331,0,98.5056,0.0289,0.5154,7.4575,0.0062,7e-4,0.2298,0.0018,0.0018,0.0018,0.0018,0.0018,0.0031,0,0.002,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.36,0,166.1367,no,55-64,caucasian,male,Unknown,4.1117,0.8719,0.4226,0.0017,0.0047,0.4259,0.0257,0.0031,0.1846,0.1965,0,0.0843,0,0.1057,0.0208,0.857,0.0012,0,0.0025,0.0135,0.004,0.0499,0.0204,0.0029,0.032,0,98.5594,0.0293,0.704,7.9104,0.0063,8e-4,0.2378,0.0018,0.0018,0.0018,0.0018,0.0018,0.0031,0,0.002,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.4,0,166.6403,no,55-64,caucasian,male,Unknown,4.9696,1.1088,1.021,0.0017,0.0047,0.4259,0.0257,0.0032,0.1847,0.1964,0,0.0842,0,0.1106,0.0217,0.8477,0.001,0,0.0027,0.0125,0.0043,0.0505,0.0184,0.0029,0.0327,0,98.4906,0.0295,0.7469,8.2906,0.0059,8e-4,0.242,0.0018,0.0018,0.0018,0.0018,0.0018,0.0032,0,0.002,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.44,0,166.3491,no,55-64,caucasian,male,Unknown,4.5461,1.8244,1.0702,0.0017,0.0046,0.426,0.0255,0.0032,0.1861,0.196,0,0.0835,0,0.1258,0.0212,0.7263,0.001,0,0.003,0.0108,0.0046,0.0586,0.0172,0.003,0.031,0,98.2624,0.0251,0.9966,8.6188,0.0054,8e-4,0.242,0.0018,0.0018,0.0018,0.0018,0.0018,0.0032,0,0.002,2.2984,2.2984,0.0018,0.0281,NA
fear.M,6.48,0,165.4419,no,55-64,caucasian,male,Unknown,4.6032,1.2883,0.5478,0.0018,0.0046,0.4261,0.0254,0.0032,0.1868,0.1958,0,0.0832,0,0.1357,0.022,0.6631,0.001,0,0.0033,0.0096,0.0046,0.067,0.0166,0.0031,0.0338,0,98.4363,0.0257,0.9981,8.9522,0.0059,8e-4,0.2436,0.0018,0.0018,0.0018,0.0018,0.0018,0.0032,0,0.002,2.2985,2.2985,0.0018,0.0281,NA
fear.M,6.52,0,165.5853,no,55-64,caucasian,male,Unknown,3.8575,0.875,0.7071,0.0018,0.0046,0.4261,0.0252,0.0031,0.1882,0.1954,0,0.0825,0,0.1389,0.0246,0.5401,9e-4,0,0.0034,0.011,0.005,0.0752,0.0182,0.003,0.0349,0,98.5585,0.023,1.0354,8.3712,0.0059,8e-4,0.2364,0.0018,0.0018,0.0018,0.0018,0.0018,0.0031,0,0.0021,2.2985,2.2985,0.0018,0.0281,NA
fear.M,6.56,0,165.9867,no,55-64,caucasian,male,Unknown,3.8882,1.288,0.1338,0.0018,0.0046,0.4262,0.0251,0.0028,0.1887,0.1953,0,0.0825,0,0.1518,0.0268,0.5075,9e-4,0,0.0033,0.0098,0.0051,0.1,0.0189,0.0031,0.0363,0,98.4363,0.0433,0.6676,6.4342,0.0059,8e-4,0.2296,0.0018,0.0018,0.0018,0.0018,0.0018,0.0028,0,0.0021,2.2985,2.2985,0.0018,0.0281,NA
fear.M,6.6,0,166.0538,no,55-64,caucasian,male,Unknown,4.4112,0.6716,0.4946,0.0018,0.0046,0.4263,0.0249,0.0026,0.1897,0.195,0,0.0819,0,0.1575,0.0315,0.4294,8e-4,0,0.0034,0.009,0.0053,0.0788,0.0175,0.003,0.037,0,98.6152,0.0847,0.4559,4.6343,0.0057,8e-4,0.2275,0.0018,0.0018,0.0018,0.0018,0.0018,0.0026,0,0.0021,2.2986,2.2986,0.0018,0.0282,NA
fear.M,6.64,0,166.0861,no,55-64,caucasian,male,Unknown,4.7688,1.0126,0.0357,0.0018,0.0046,0.4264,0.0247,0.0023,0.1909,0.1947,0,0.0814,0,0.1587,0.0343,0.3361,7e-4,0,0.0034,0.0116,0.0051,0.0898,0.0188,0.0032,0.0393,0,98.5189,0.114,0.237,3.0457,0.0069,8e-4,0.2357,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0,0.0021,2.2986,2.2986,0.0018,0.0282,NA
fear.M,6.68,0,166.5033,no,55-64,caucasian,male,Unknown,4.5688,1.2428,0.2119,0.0018,0.0046,0.4265,0.0246,0.0023,0.1914,0.1946,0,0.0813,0,0.1566,0.0402,0.3077,6e-4,0,0.0036,0.0105,0.0058,0.0913,0.0189,0.0032,0.0415,0,98.4502,0.1693,0.2088,2.9508,0.0068,8e-4,0.2365,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0,0.0021,2.2987,2.2987,0.0018,0.0282,NA
fear.M,6.72,0,165.5841,no,55-64,caucasian,male,Unknown,5.1538,1.4992,0.5117,0.0018,0.0047,0.4266,0.0245,0.0023,0.192,0.1945,0,0.0811,0,0.1673,0.0421,0.2678,6e-4,0,0.0038,0.0124,0.0067,0.105,0.0191,0.0032,0.041,0,98.37,0.2191,0.272,3.0796,0.0077,8e-4,0.2294,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0,0.0021,2.2988,2.2988,0.0018,0.0282,NA
fear.M,6.76,0,166.2678,no,55-64,caucasian,male,Unknown,4.5952,1.3351,0.288,0.0018,0.0046,0.4266,0.0245,0.0023,0.1923,0.1944,0,0.0809,0,0.1666,0.0383,0.2339,6e-4,0,0.0041,0.0144,0.0074,0.1083,0.0235,0.0033,0.043,0,98.4218,0.2153,0.2739,3.0276,0.0086,8e-4,0.2209,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0,0.0021,2.2988,2.2988,0.0018,0.0282,NA
fear.M,6.8,0,167.6725,no,55-64,caucasian,male,Unknown,5.1262,0.0977,0.4668,0.0018,0.0046,0.4268,0.0244,0.0023,0.1928,0.1943,0,0.0804,0,0.1681,0.0436,0.1902,7e-4,0,0.0043,0.0152,0.0073,0.0629,0.0226,0.0033,0.0454,0,98.7635,0.2194,0.2377,2.8479,0.009,9e-4,0.2112,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0,0.0021,2.2989,2.2989,0.0018,0.0282,NA
fear.M,6.84,0,167.6473,no,55-64,caucasian,male,Unknown,5.3428,1.0481,0.2888,0.0018,0.0046,0.4269,0.0244,0.0023,0.1928,0.1943,0,0.0804,0,0.1794,0.0463,0.1914,7e-4,0,0.0047,0.0163,0.0078,0.0554,0.0226,0.0033,0.0459,0,98.5085,0.1986,0.2202,2.8656,0.0083,9e-4,0.2052,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0,0.0021,2.299,2.299,0.0018,0.0282,NA
fear.M,6.88,0,168.0014,no,55-64,caucasian,male,Unknown,5.4115,0.777,0.5266,0.0018,0.0046,0.427,0.0245,0.0023,0.1927,0.1943,0,0.0803,0,0.1827,0.0483,0.1886,7e-4,0,0.0047,0.017,0.0084,0.0418,0.0232,0.0032,0.0484,0,98.5861,0.1744,0.1847,2.767,0.0084,9e-4,0.1849,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0,0.0021,2.2991,2.2991,0.0018,0.0282,NA
fear.M,6.92,0,166.9226,no,55-64,caucasian,male,Unknown,4.9631,0.3602,0.7522,0.0018,0.0046,0.4271,0.0245,0.0023,0.1928,0.1944,0,0.0803,0,0.175,0.0503,0.1775,7e-4,0,0.0047,0.0181,0.0092,0.0351,0.0223,0.0032,0.0507,0,98.6977,0.1627,0.1961,2.7505,0.0095,0.001,0.1721,0.0018,0.0018,0.0018,0.0018,0.0018,0.0023,0,0.0021,2.2992,2.2992,0.0018,0.0282,NA
fear.M,6.96,0,167.1033,no,55-64,caucasian,male,Unknown,5.0178,0.5196,-0.162,0.0018,0.0046,0.4271,0.0244,0.0022,0.193,0.1942,0,0.0803,0,0.1565,0.0573,0.1602,7e-4,0,0.0049,0.0221,0.0095,0.0235,0.0225,0.0032,0.0472,0,98.6561,0.1939,0.1528,2.5469,0.0092,0.001,0.1679,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0,0.0021,2.2992,2.2992,0.0018,0.0282,NA
fear.M,7,0,166.1273,no,55-64,caucasian,male,Unknown,5.3899,0.5453,0.519,0.0018,0.0046,0.4272,0.0244,0.0022,0.193,0.1942,0,0.0804,0,0.1525,0.0582,0.1558,7e-4,0,0.0049,0.0235,0.0099,0.0184,0.0209,0.0032,0.0478,0,98.6493,0.1829,0.1687,2.4973,0.0092,0.001,0.1641,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0,0.0021,2.2993,2.2993,0.0018,0.0282,NA
fear.M,7.04,0,168.656,no,55-64,caucasian,male,Unknown,4.893,0.9914,-1.068,0.0018,0.0046,0.4271,0.0243,0.0022,0.1934,0.1941,0,0.0803,0,0.1523,0.0661,0.1302,6e-4,0,0.0049,0.0228,0.0102,0.0204,0.0196,0.0033,0.0454,0,98.5251,0.1838,0.1347,2.278,0.0076,0.0011,0.1611,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0,0.0021,2.2994,2.2994,0.0018,0.0282,NA
fear.M,7.08,0,169.6964,no,55-64,caucasian,male,Unknown,5.5856,0.7707,0.4612,0.0018,0.0046,0.4268,0.0242,0.0022,0.1936,0.1939,0,0.08,0,0.1387,0.0757,0.1123,6e-4,0,0.0051,0.0248,0.0106,0.0197,0.0178,0.0032,0.0419,0,98.5879,0.2006,0.1003,1.9921,0.0061,0.0011,0.1521,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0,0.0021,2.2995,2.2995,0.0018,0.0282,NA
fear.M,7.12,0,170.6193,no,55-64,caucasian,male,Unknown,5.4057,0.8317,0.4035,0.0018,0.0046,0.4264,0.0242,0.0022,0.1939,0.1938,0,0.0797,0,0.1297,0.0848,0.0945,6e-4,0,0.0051,0.0304,0.0113,0.0165,0.0187,0.0033,0.039,0,98.5708,0.2118,0.0782,1.7839,0.0056,0.001,0.1492,0.0018,0.0018,0.0018,0.0018,0.0018,0.0022,0,0.0021,2.2995,2.2995,0.0018,0.0282,NA
fear.M,7.16,0,169.2863,no,55-64,caucasian,male,Unknown,5.258,0.1993,-0.1995,0.0018,0.0046,0.4262,0.0241,0.0021,0.194,0.1937,0,0.0797,0,0.1223,0.0942,0.0851,5e-4,0,0.0054,0.0283,0.0118,0.0124,0.0177,0.0034,0.0341,0,98.7385,0.217,0.0656,1.6482,0.0042,0.0011,0.1412,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.0021,2.2996,2.2996,0.0018,0.0282,NA
fear.M,7.2,0,167.8191,no,55-64,caucasian,male,Unknown,5.361,0.626,-0.4363,0.0018,0.0046,0.4261,0.0241,0.0021,0.194,0.1937,0,0.0797,0,0.122,0.0914,0.0791,5e-4,0,0.0056,0.0328,0.0118,0.0123,0.0201,0.0034,0.0347,0,98.6276,0.1946,0.0615,1.5328,0.0046,0.0011,0.1261,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.002,2.2996,2.2996,0.0018,0.0282,NA
fear.M,7.24,0,167.64940000000001,no,55-64,caucasian,male,Unknown,6.204,1.4634,0.4958,0.0018,0.0046,0.4261,0.0241,0.0021,0.1942,0.1936,0,0.0798,0,0.1051,0.1087,0.0703,5e-4,0,0.0055,0.0304,0.0137,0.0109,0.0183,0.0036,0.0325,0,98.3814,0.1793,0.0466,1.3181,0.0037,0.0011,0.1268,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.002,2.2997,2.2997,0.0018,0.0282,NA
fear.M,7.28,0,168.1785,no,55-64,caucasian,male,Unknown,2.9869,2.8447,0.8117,0.0018,0.0046,0.426,0.024,0.0021,0.1951,0.1935,0,0.0802,0,0.0878,0.1695,0.0486,4e-4,0,0.0053,0.0436,0.0142,0.0128,0.0204,0.0036,0.0308,0,97.8774,0.2234,0.0332,1.1079,0.0041,0.0011,0.1355,0.0018,0.0018,0.0018,0.0018,0.0018,0.0021,0,0.002,2.2997,2.2997,0.0018,0.0282,NA
fear.M,7.32,0,170.5746,no,55-64,caucasian,male,Unknown,3.468,2.6526,3.2994,0.0018,0.0046,0.4258,0.0238,0.002,0.1968,0.1932,0,0.0811,0,0.0578,0.3157,0.0192,2e-4,0,0.0059,0.0566,0.0149,0.0135,0.0259,0.0038,0.0244,0,97.9557,0.2554,0.0231,0.66,0.0042,0.0012,0.1455,0.0018,0.0018,0.0018,0.0018,0.0018,0.002,0,0.002,2.2998,2.2998,0.0018,0.0282,NA
fear.M,7.36,0,173.5952,no,55-64,caucasian,male,Unknown,3.3431,1.1339,4.3366,0.0018,0.0046,0.4256,0.0233,0.0019,0.2018,0.1932,0,0.0839,0,0.0348,0.7966,0.0058,1e-4,0,0.0056,0.0533,0.0156,0.0118,0.0279,0.0039,0.0226,0,98.4831,0.3412,0.0101,0.3256,0.0045,0.0014,0.1445,0.0018,0.0018,0.0018,0.0018,0.0018,0.0019,0,0.002,2.2998,2.2998,0.0019,0.0282,NA
fear.M,7.4,0,172.597,no,55-64,caucasian,male,Unknown,4.9523,5.1507,5.7182,0.0017,0.0044,0.4253,0.0224,0.0018,0.2164,0.1931,0,0.0927,0,0.0223,2.18,0.0015,1e-4,0,0.0057,0.0653,0.0162,0.0087,0.0392,0.0041,0.0184,0,96.6749,0.4323,0.0078,0.165,0.0047,0.0014,0.1391,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0,0.0019,2.2999,2.2999,0.0019,0.0282,NA
fear.M,7.44,0,171.784,no,55-64,caucasian,male,Unknown,3.614,4.4891,5.3734,0.0015,0.0039,0.4249,0.0205,0.0015,0.2585,0.193,0,0.1195,0,0.0119,5.7241,4e-4,0,0,0.0055,0.0794,0.0156,0.0041,0.0545,0.0041,0.0146,0,97.075,0.5355,0.0044,0.0747,0.0043,0.0015,0.1389,0.0018,0.0018,0.0018,0.0018,0.0018,0.0015,0,0.0019,2.2999,2.2999,0.0019,0.0282,NA
fear.M,7.48,0,171.1874,no,55-64,caucasian,male,Unknown,3.3946,6.1319,5.1104,0.0012,0.0031,0.4245,0.0168,0.001,0.3814,0.1929,0,0.2084,0,0.0069,13.5186,1e-4,0,0,0.0056,0.0793,0.0165,0.0023,0.0711,0.0042,0.0101,0,95.9829,0.5832,0.0025,0.0369,0.0048,0.0016,0.1425,0.0018,0.0018,0.0018,0.0018,0.0018,0.001,0,0.0019,2.2999,2.2999,0.0019,0.0282,NA
fear.M,7.52,0,169.7588,no,55-64,caucasian,male,Unknown,4.3808,5.53,4.1138,8e-4,0.002,0.4238,0.0122,5e-4,0.7216,0.1928,0,0.5193,0,0.0036,26.3215,0,0,0,0.0057,0.0857,0.017,0.0014,0.1046,0.0043,0.007,0,96.4223,0.6667,0.0012,0.0173,0.0049,0.0018,0.1468,0.0017,0.0017,0.0017,0.0018,0.0018,5e-4,0,0.0019,2.2999,2.3,0.0019,0.0282,NA
fear.M,7.56,0,168.77,no,55-64,caucasian,male,Unknown,4.2355,4.5548,4.1198,5e-4,0.0013,0.4225,0.0085,3e-4,1.4552,0.1928,0,1.4192,0,0.0022,40.464,0,0,0,0.0061,0.1269,0.0177,0.001,0.1655,0.0046,0.0052,0,97.0374,0.8141,9e-4,0.0096,0.0072,0.002,0.1554,0.0017,0.0017,0.0017,0.0018,0.0018,3e-4,0,0.0018,2.2998,2.3,0.0019,0.0282,NA
fear.M,7.6,0,168.9729,no,55-64,caucasian,male,Unknown,4.6614,4.5476,4.7573,3e-4,8e-4,0.4204,0.0058,1e-4,3.0247,0.1927,0,4.0409,0,0.0014,55.3894,0,0,0,0.0064,0.1663,0.0188,9e-4,0.2663,0.005,0.0036,0,97.0416,0.9413,6e-4,0.0054,0.0093,0.002,0.167,0.0016,0.0016,0.0016,0.0018,0.0018,1e-4,0,0.0018,2.2998,2.3,0.0019,0.0281,NA
fear.M,7.64,0,169.0393,no,55-64,caucasian,male,Unknown,5.1486,4.0287,3.9479,2e-4,5e-4,0.4169,0.004,1e-4,6.2077,0.1927,0,11.0744,0,9e-4,70.3984,0,0,0,0.0066,0.1848,0.0185,0.001,0.4373,0.0053,0.0026,0,97.3254,1.0961,5e-4,0.0035,0.0104,0.0021,0.1835,0.0015,0.0015,0.0015,0.0018,0.0018,1e-4,0,0.0018,2.2997,2.3,0.0019,0.0281,NA
fear.M,7.68,0,169.1422,no,55-64,caucasian,male,Unknown,5.8684,3.3679,3.591,1e-4,3e-4,0.4109,0.003,0,10.298400000000001,0.1927,0,21.8372,0,6e-4,81.4122,0,0,0,0.0069,0.2235,0.0169,0.0018,0.7353,0.0053,0.0021,0,97.6488,1.0974,3e-4,0.0021,0.0139,0.0022,0.1883,0.0015,0.0015,0.0015,0.0018,0.0018,0,0,0.0018,2.2996,2.2999,0.0019,0.0281,NA
fear.M,7.72,0,170.2271,no,55-64,caucasian,male,Unknown,5.7643,2.5759,3.5738,1e-4,3e-4,0.403,0.0023,0,15.4749,0.1927,0,35.7257,0,3e-4,90.6453,0,0,0,0.007,0.2685,0.0143,0.0027,1.1326,0.0054,0.0018,0,97.9863,1.6009,2e-4,0.0013,0.015,0.0024,0.1877,0.0014,0.0014,0.0014,0.0018,0.0018,0,0,0.0018,2.2995,2.2999,0.002,0.0281,NA
fear.M,7.76,0,169.1555,no,55-64,caucasian,male,Unknown,5.332,3.1376,3.3392,1e-4,2e-4,0.3901,0.0021,0,17.2577,0.1927,0,41.1866,0,2e-4,93.2177,0,0,0,0.0068,0.2844,0.0126,0.0038,1.7947,0.0054,0.0015,0,97.7522,1.7615,1e-4,8e-4,0.019,0.0026,0.1943,0.0013,0.0013,0.0013,0.0018,0.0018,0,0,0.0018,2.2995,2.2999,0.002,0.0281,NA
fear.M,7.8,0,171.2352,no,55-64,caucasian,male,Unknown,5.7197,3.0225,3.1826,1e-4,2e-4,0.3779,0.0021,0,17.2535,0.1927,0,42.3815,0,2e-4,93.2531,0,0,0,0.0066,0.2328,0.0111,0.0049,2.447,0.0053,0.0013,0,97.8022,1.5166,1e-4,6e-4,0.0173,0.0026,0.2139,0.0013,0.0013,0.0013,0.0018,0.0018,0,0,0.0018,2.2993,2.2999,0.002,0.0281,NA
fear.M,7.84,0,170.574,no,55-64,caucasian,male,Unknown,5.7543,2.1819,3.3252,1e-4,3e-4,0.3694,0.0022,0,15.622,0.1927,0,39.0951,0,2e-4,90.8817,0,0,0,0.0062,0.1933,0.0099,0.0057,2.9118,0.0052,0.0011,0,98.136,1.4778,1e-4,6e-4,0.0159,0.0026,0.2186,0.0012,0.0012,0.0012,0.0018,0.0018,0,0,0.0018,2.2992,2.2998,0.002,0.0281,NA
fear.M,7.88,0,170.2014,no,55-64,caucasian,male,Unknown,6.3532,2.3786,2.7576,1e-4,3e-4,0.3546,0.0027,0,11.51,0.1927,0,29.3061,0,2e-4,83.9222,0,0,0,0.0062,0.2029,0.0101,0.0069,3.7499,0.0052,0.001,0,98.0626,0.9504,1e-4,7e-4,0.0149,0.0027,0.2288,0.0011,0.0011,0.0011,0.0018,0.0018,0,0,0.0018,2.2991,2.2998,0.002,0.0281,NA
